Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,V TAT,C TAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating
18-02-2024,17:13,CNR9742773725,Success,CUST80577,Mini,Location 46,Location 31,3.3,11.6,NAN,NAN,NAN,NAN,285.78,Cash,9.1,3.5,4.2
08-02-2024,23:48,CNR1330176935,Success,CUST95178,Prime SUV,Location 27,Location 46,7.3,2.4,NAN,NAN,NAN,NAN,307.54,Wallet,2.2,4.7,4
10-02-2024,23:35,CNR6056206364,Cancelled by Customer,CUST62206,Auto,Location 49,Location 33,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
13-02-2024,02:50,CNR6877115574,Success,CUST66439,Bike,Location 27,Location 7,5,8.1,NAN,NAN,NAN,NAN,156.73,Wallet,24.3,3.2,4.5
04-02-2024,12:56,CNR1902154739,Success,CUST98672,Mini,Location 28,Location 30,3.6,5.2,NAN,NAN,NAN,NAN,494.76,Wallet,12.7,3.5,4.2
13-02-2024,05:56,CNR9594875220,Incomplete,CUST14031,Bike,Location 27,Location 35,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
22-02-2024,21:53,CNR7321612125,Success,CUST40359,eBike,Location 6,Location 13,1.1,6.9,NAN,NAN,NAN,NAN,94.82,Wallet,3.4,3.7,3.6
14-02-2024,14:44,CNR7601828701,Success,CUST42698,Prime SUV,Location 33,Location 23,2.6,8.8,NAN,NAN,NAN,NAN,318.58,Cash,6.7,4,4.8
07-02-2024,20:04,CNR1969908904,Success,CUST59971,Prime Sedan,Location 48,Location 31,9.3,12,NAN,NAN,NAN,NAN,90.96,Wallet,14.3,3.9,3.5
13-02-2024,02:59,CNR1832040931,Success,CUST22772,Prime Sedan,Location 11,Location 13,2.2,1.8,NAN,NAN,NAN,NAN,1522.27,Cash,19.6,3.2,3.6
19-02-2024,21:02,CNR6531529069,Success,CUST17819,eBike,Location 42,Location 39,4,5,NAN,NAN,NAN,NAN,228.42,Wallet,19.7,3.6,4
16-02-2024,13:18,CNR4093830102,Success,CUST25112,Prime SUV,Location 29,Location 21,4.4,13.6,NAN,NAN,NAN,NAN,79,Wallet,5.6,3.2,4.4
02-02-2024,23:58,CNR1369363204,Success,CUST44198,Bike,Location 32,Location 48,1.3,1.2,NAN,NAN,NAN,NAN,436.09,Cash,17.6,4.6,3.6
17-02-2024,11:12,CNR6100888768,Success,CUST83379,Bike,Location 33,Location 31,5.6,10.6,NAN,NAN,NAN,NAN,396.85,Cash,24.7,3.6,3.2
17-02-2024,11:27,CNR6182343872,Success,CUST65258,Bike,Location 22,Location 38,5,7.5,NAN,NAN,NAN,NAN,1051.2,Cash,9.3,4.7,4.1
21-02-2024,05:47,CNR8876540303,Cancelled by Driver,CUST16878,Bike,Location 29,Location 39,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,10:12,CNR5712937835,Success,CUST21983,Bike,Location 19,Location 16,1.1,13.2,NAN,NAN,NAN,NAN,2180.18,Cash,11.5,3.7,4.8
06-02-2024,08:16,CNR2201004040,Cancelled by Customer,CUST80166,Prime Sedan,Location 41,Location 1,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,13:32,CNR9522027246,Success,CUST49844,Auto,Location 26,Location 47,7.2,5.4,NAN,NAN,NAN,NAN,423.52,UPI,3.9,4.6,3.6
21-02-2024,11:13,CNR6714096737,Incomplete,CUST22611,Mini,Location 13,Location 4,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
16-02-2024,19:48,CNR5912961144,Success,CUST37127,eBike,Location 36,Location 7,10,3.7,NAN,NAN,NAN,NAN,2761.11,Cash,13.1,3.3,3.8
16-02-2024,09:03,CNR1501261893,Success,CUST84466,Prime Sedan,Location 10,Location 19,8.6,14.3,NAN,NAN,NAN,NAN,340.84,Wallet,1.3,3.9,4.9
04-02-2024,10:37,CNR7718381123,Success,CUST90617,Bike,Location 34,Location 23,9.4,6.2,NAN,NAN,NAN,NAN,478.94,UPI,7.9,4.2,4.7
28-02-2024,10:44,CNR3286308217,Success,CUST71247,Auto,Location 29,Location 39,7,9.6,NAN,NAN,NAN,NAN,457.61,Wallet,21.9,3.2,3.8
28-02-2024,08:40,CNR5001220836,Success,CUST85493,Prime Sedan,Location 29,Location 20,9.5,2.5,NAN,NAN,NAN,NAN,212.63,Card,3.9,4.9,3
28-02-2024,02:42,CNR4159383530,Incomplete,CUST59668,Mini,Location 25,Location 49,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
09-02-2024,19:45,CNR4278371933,Success,CUST83764,eBike,Location 26,Location 1,3.5,6.3,NAN,NAN,NAN,NAN,1975.28,Wallet,12.9,3.9,3.4
18-02-2024,06:04,CNR2350169009,Cancelled by Driver,CUST91409,Bike,Location 34,Location 32,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
07-02-2024,15:01,CNR2714468204,Success,CUST54025,Mini,Location 31,Location 46,2.5,4,NAN,NAN,NAN,NAN,492.17,Card,12,3.6,4.8
12-02-2024,13:21,CNR7984932106,Success,CUST97220,Mini,Location 29,Location 41,7,5.5,NAN,NAN,NAN,NAN,753.1,Wallet,13.5,4.3,3.8
18-02-2024,07:09,CNR3965173088,Success,CUST86010,Prime Plus,Location 31,Location 45,1.7,11.5,NAN,NAN,NAN,NAN,242.74,UPI,19.8,3,4.9
25-02-2024,12:06,CNR1611143405,Success,CUST38919,Bike,Location 12,Location 37,4.9,4.6,NAN,NAN,NAN,NAN,377.94,Wallet,22.9,3.2,3.7
13-02-2024,10:22,CNR7265144554,Success,CUST99063,Prime Plus,Location 38,Location 10,7.3,12.1,NAN,NAN,NAN,NAN,908.84,Wallet,8.8,3.5,3.2
21-02-2024,01:41,CNR3805977857,Incomplete,CUST38597,Prime SUV,Location 36,Location 2,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
24-02-2024,09:09,CNR2075028063,Success,CUST27478,Prime Sedan,Location 44,Location 49,8.6,3.2,NAN,NAN,NAN,NAN,125.29,UPI,17.3,3.3,4.7
18-02-2024,14:34,CNR6265060822,Success,CUST76528,Prime Sedan,Location 5,Location 48,2.8,2,NAN,NAN,NAN,NAN,353.37,UPI,14.9,4,4.2
06-02-2024,17:58,CNR2105928108,Cancelled by Driver,CUST53119,Prime SUV,Location 20,Location 40,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,09:15,CNR6181068792,Success,CUST16292,Prime Plus,Location 40,Location 5,3.6,13.8,NAN,NAN,NAN,NAN,422.22,Card,19.8,4.4,4.6
24-02-2024,11:25,CNR2519280286,Success,CUST97207,eBike,Location 49,Location 9,9.5,14.7,NAN,NAN,NAN,NAN,224.95,Wallet,5.8,4.2,4.8
21-02-2024,01:10,CNR8253940763,Cancelled by Driver,CUST89013,Mini,Location 7,Location 31,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
19-02-2024,01:27,CNR5554940379,Cancelled by Driver,CUST46671,Bike,Location 18,Location 7,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,00:43,CNR1512900580,Success,CUST53715,Prime Plus,Location 4,Location 46,3.6,9,NAN,NAN,NAN,NAN,813.23,Cash,15.6,3.4,4.4
19-02-2024,04:10,CNR7932707773,Success,CUST61455,Prime SUV,Location 2,Location 30,5.1,4.7,NAN,NAN,NAN,NAN,312.11,Card,7.5,3.9,3.9
12-02-2024,18:40,CNR7791708155,Cancelled by Driver,CUST46493,Bike,Location 46,Location 42,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
14-02-2024,20:39,CNR6084503374,Success,CUST87686,Prime SUV,Location 39,Location 32,8.9,1.3,NAN,NAN,NAN,NAN,274.85,Card,4,4.6,4.3
11-02-2024,19:47,CNR5054429564,Success,CUST37427,Auto,Location 39,Location 46,9.2,14.6,NAN,NAN,NAN,NAN,449.94,Card,24.9,4.9,3.5
03-02-2024,00:59,CNR4767805837,Success,CUST41080,Mini,Location 24,Location 23,9.1,11.4,NAN,NAN,NAN,NAN,711.62,Wallet,17.1,4.5,3.1
07-02-2024,11:20,CNR4519674515,Success,CUST24057,Prime Plus,Location 18,Location 2,4.2,6.9,NAN,NAN,NAN,NAN,363.11,UPI,10,4.8,4.2
16-02-2024,03:41,CNR6560306117,Success,CUST53243,eBike,Location 25,Location 33,8.6,10.3,NAN,NAN,NAN,NAN,332.97,UPI,9.1,4.7,3.6
23-02-2024,23:46,CNR9925663435,Incomplete,CUST76092,Prime SUV,Location 29,Location 11,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
25-02-2024,14:24,CNR7554226746,Success,CUST93374,eBike,Location 22,Location 4,7.9,8.5,NAN,NAN,NAN,NAN,2062.96,Card,25,4.7,4.5
24-02-2024,06:56,CNR8839644599,Cancelled by Driver,CUST46069,Auto,Location 26,Location 49,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
04-02-2024,09:18,CNR7493633387,Cancelled by Driver,CUST54825,Mini,Location 8,Location 38,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
27-02-2024,19:43,CNR8439127281,Incomplete,CUST37023,eBike,Location 5,Location 39,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
20-02-2024,06:53,CNR6393342298,Success,CUST60453,Bike,Location 3,Location 36,3,4.2,NAN,NAN,NAN,NAN,159.69,Wallet,7.5,3.2,4.6
05-02-2024,10:34,CNR2458986200,Cancelled by Customer,CUST44618,eBike,Location 27,Location 36,NAN,NAN,Driver is not moving towards pickup location,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,00:41,CNR4089881404,Cancelled by Customer,CUST84415,Mini,Location 32,Location 3,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,01:16,CNR9467493262,Success,CUST70704,Auto,Location 39,Location 44,8.3,2.4,NAN,NAN,NAN,NAN,491.26,UPI,13.5,4.7,4.8
28-02-2024,19:52,CNR1229403481,Cancelled by Customer,CUST69815,Bike,Location 45,Location 32,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
09-02-2024,08:18,CNR8163651150,Success,CUST84647,Mini,Location 2,Location 12,6.3,4.2,NAN,NAN,NAN,NAN,174.66,UPI,23.3,4.7,3.8
13-02-2024,03:24,CNR5816650339,Success,CUST71600,eBike,Location 21,Location 40,9.1,12.7,NAN,NAN,NAN,NAN,1957.69,UPI,12.5,3.4,4.8
05-02-2024,04:42,CNR4025746690,Success,CUST86025,Prime Sedan,Location 22,Location 48,4.3,14.7,NAN,NAN,NAN,NAN,254.42,UPI,13.8,3,4.3
23-02-2024,13:59,CNR1768153470,Success,CUST76412,Bike,Location 16,Location 32,3.5,3.6,NAN,NAN,NAN,NAN,467.11,Wallet,15.6,4.8,4.4
21-02-2024,18:04,CNR3856007894,Cancelled by Driver,CUST97966,Prime Sedan,Location 31,Location 6,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
28-02-2024,16:36,CNR8716029955,Cancelled by Driver,CUST89268,Prime SUV,Location 30,Location 3,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
02-02-2024,19:22,CNR4469336693,Success,CUST43017,Prime SUV,Location 17,Location 14,5.7,11.2,NAN,NAN,NAN,NAN,349.56,UPI,4.9,3.6,4.7
23-02-2024,12:06,CNR8437531260,Success,CUST12948,Prime Plus,Location 38,Location 28,3.8,2,NAN,NAN,NAN,NAN,443.2,Cash,11.5,4.6,4.5
28-02-2024,17:16,CNR3862863836,Success,CUST34709,Mini,Location 49,Location 36,1,4,NAN,NAN,NAN,NAN,2146.38,Card,24.2,3.6,3.4
12-02-2024,15:31,CNR1916249141,Success,CUST97487,Prime SUV,Location 49,Location 31,2.7,13.6,NAN,NAN,NAN,NAN,426.37,Wallet,2,4.4,4.5
19-02-2024,10:10,CNR9911876021,Cancelled by Driver,CUST90467,Prime SUV,Location 44,Location 30,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
05-02-2024,10:57,CNR8374439218,Success,CUST57830,Bike,Location 21,Location 34,8.1,14.4,NAN,NAN,NAN,NAN,1820.19,Wallet,9.2,3.7,3.8
24-02-2024,00:57,CNR8474199425,Success,CUST11885,Prime Sedan,Location 11,Location 19,4.2,10.8,NAN,NAN,NAN,NAN,83.44,Card,14.9,3,5
21-02-2024,00:43,CNR7415190614,Cancelled by Driver,CUST41041,Prime SUV,Location 12,Location 2,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
23-02-2024,13:08,CNR8231589101,Success,CUST53467,Prime SUV,Location 22,Location 16,3.7,7.8,NAN,NAN,NAN,NAN,267.42,UPI,18.4,4.7,3.1
01-02-2024,04:42,CNR4064195126,Success,CUST65401,eBike,Location 25,Location 21,9,6.3,NAN,NAN,NAN,NAN,439.62,Cash,8.1,4.6,3.4
26-02-2024,02:42,CNR1194256798,Success,CUST87904,Prime Plus,Location 8,Location 49,5.3,13.7,NAN,NAN,NAN,NAN,477.6,Cash,8.2,4.6,4.1
21-02-2024,09:46,CNR1827767873,Success,CUST77841,Mini,Location 31,Location 25,2.7,14.5,NAN,NAN,NAN,NAN,2924.33,Wallet,17.8,4.9,3
16-02-2024,06:53,CNR6540547032,Success,CUST50454,Prime Plus,Location 31,Location 3,7.3,12.3,NAN,NAN,NAN,NAN,126.94,UPI,24.1,3.7,3.6
27-02-2024,08:02,CNR7879147905,Cancelled by Driver,CUST85952,Auto,Location 46,Location 7,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
18-02-2024,11:50,CNR1123084858,Success,CUST74169,Bike,Location 21,Location 29,8.6,2.4,NAN,NAN,NAN,NAN,474.34,Card,11.6,3.4,3.7
13-02-2024,04:36,CNR2636146209,Success,CUST69024,Prime Plus,Location 39,Location 24,4.8,2.2,NAN,NAN,NAN,NAN,159.65,Card,21.9,3.9,4.1
23-02-2024,16:14,CNR5228706088,Cancelled by Driver,CUST64132,Prime Plus,Location 10,Location 42,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,18:28,CNR9695253127,Cancelled by Driver,CUST40101,Auto,Location 37,Location 40,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,05:36,CNR4955746548,Success,CUST55780,Mini,Location 10,Location 26,9.9,5.2,NAN,NAN,NAN,NAN,773.25,UPI,9.8,4.9,3.2
10-02-2024,14:07,CNR5887034684,Success,CUST14423,Auto,Location 44,Location 45,9.1,2.3,NAN,NAN,NAN,NAN,109.82,Card,10.8,3.7,3.2
06-02-2024,22:39,CNR6357597070,Success,CUST40235,Prime Plus,Location 36,Location 43,8.1,5.2,NAN,NAN,NAN,NAN,279.91,Card,18.8,4,4
13-02-2024,15:53,CNR3730085309,Success,CUST72136,Mini,Location 38,Location 39,4.6,4.9,NAN,NAN,NAN,NAN,73.79,Wallet,6.4,4.3,3
09-02-2024,18:59,CNR6064707947,Success,CUST31222,Prime Plus,Location 7,Location 43,2.9,8.4,NAN,NAN,NAN,NAN,1020.14,Wallet,10.1,4.7,3.2
05-02-2024,23:04,CNR7984310894,Success,CUST89533,Prime SUV,Location 33,Location 32,1.6,3.2,NAN,NAN,NAN,NAN,426.36,Wallet,19.5,4.7,3.9
28-02-2024,11:13,CNR4439891104,Success,CUST74122,Prime SUV,Location 38,Location 2,5.5,13.7,NAN,NAN,NAN,NAN,1827.84,Card,16.6,4.4,3.3
03-02-2024,16:46,CNR8344514542,Success,CUST41945,Auto,Location 25,Location 30,5.9,9.3,NAN,NAN,NAN,NAN,2689.24,Card,23.1,3.3,4.9
12-02-2024,00:31,CNR5778251113,Incomplete,CUST79426,Prime Plus,Location 36,Location 25,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
03-02-2024,14:55,CNR8090250026,Success,CUST82385,Prime Plus,Location 27,Location 40,3.5,8.7,NAN,NAN,NAN,NAN,377.65,Wallet,10.5,3.4,4.4
07-02-2024,14:53,CNR7397936649,Success,CUST32342,Bike,Location 8,Location 12,10,14.4,NAN,NAN,NAN,NAN,1867.01,Wallet,3.8,4.1,4
17-02-2024,18:05,CNR5123010006,Cancelled by Driver,CUST65393,Prime Sedan,Location 7,Location 1,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
07-02-2024,12:06,CNR1190407983,Success,CUST91309,eBike,Location 45,Location 23,9.1,12.4,NAN,NAN,NAN,NAN,298.2,Cash,6,3.9,3.8
09-02-2024,04:54,CNR6124318044,Cancelled by Driver,CUST25997,Prime Sedan,Location 25,Location 13,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
16-02-2024,00:06,CNR3509093808,Cancelled by Driver,CUST19603,Prime SUV,Location 40,Location 31,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,20:39,CNR3778871613,Cancelled by Driver,CUST27112,Prime Plus,Location 15,Location 48,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,08:32,CNR2651313054,Success,CUST83033,Prime Sedan,Location 27,Location 44,7.2,4.6,NAN,NAN,NAN,NAN,2067.34,Card,17.2,3.9,4.8
18-02-2024,10:34,CNR7131079556,Cancelled by Driver,CUST65233,Bike,Location 4,Location 24,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
24-02-2024,23:02,CNR6812240353,Success,CUST23792,Prime Plus,Location 17,Location 24,9.7,8.8,NAN,NAN,NAN,NAN,169.99,Cash,23,4.8,3.2
15-02-2024,19:49,CNR9320113250,Success,CUST89849,Auto,Location 6,Location 41,1.4,1.7,NAN,NAN,NAN,NAN,273.15,Wallet,14.9,3.2,4.7
10-02-2024,05:38,CNR2598518696,Cancelled by Driver,CUST97519,Prime SUV,Location 22,Location 28,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
24-02-2024,04:34,CNR2399781872,Success,CUST38288,Auto,Location 28,Location 10,1.7,12.3,NAN,NAN,NAN,NAN,258.38,Cash,14.2,4.3,4.4
04-02-2024,20:22,CNR5922124718,Success,CUST23050,Bike,Location 34,Location 46,5.6,14.2,NAN,NAN,NAN,NAN,186.04,Cash,10.7,3.8,4.6
18-02-2024,09:31,CNR7869932050,Success,CUST20483,Prime Sedan,Location 6,Location 36,5.4,8.5,NAN,NAN,NAN,NAN,327.52,Card,15.7,4.2,4.1
12-02-2024,16:13,CNR2767712836,Success,CUST53424,Prime SUV,Location 4,Location 46,6,13.2,NAN,NAN,NAN,NAN,206.72,UPI,23.1,4.4,3.8
02-02-2024,22:19,CNR2556803302,Cancelled by Customer,CUST31693,Auto,Location 8,Location 39,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
26-02-2024,22:37,CNR3404699628,Cancelled by Driver,CUST63665,Prime Sedan,Location 29,Location 32,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
21-02-2024,23:48,CNR6851309417,Cancelled by Customer,CUST86994,Auto,Location 7,Location 39,NAN,NAN,Driver asked to cancel,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
21-02-2024,15:08,CNR2226344546,Cancelled by Driver,CUST19770,Mini,Location 7,Location 31,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
03-02-2024,18:49,CNR5335215650,Success,CUST36733,eBike,Location 24,Location 2,5.8,12.9,NAN,NAN,NAN,NAN,108.6,Cash,6,3.1,4.7
22-02-2024,06:24,CNR1464252426,Success,CUST16293,Mini,Location 42,Location 17,8.9,7.9,NAN,NAN,NAN,NAN,274.37,Wallet,2.2,4.3,4.2
22-02-2024,12:51,CNR3650325203,Success,CUST33685,Mini,Location 34,Location 28,6.9,2.3,NAN,NAN,NAN,NAN,93.43,UPI,3.4,3.9,4.9
01-02-2024,05:53,CNR3162173435,Cancelled by Customer,CUST51886,eBike,Location 35,Location 50,NAN,NAN,Driver is not moving towards pickup location,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
06-02-2024,22:11,CNR3533306836,Success,CUST50228,Prime SUV,Location 26,Location 49,6.2,4.3,NAN,NAN,NAN,NAN,467.53,Wallet,3.5,4.4,4.2
15-02-2024,20:54,CNR1783888376,Success,CUST34443,Auto,Location 11,Location 4,8.7,14.8,NAN,NAN,NAN,NAN,391.27,Card,18.7,3.7,3.7
05-02-2024,11:11,CNR8528270773,Cancelled by Driver,CUST31630,Auto,Location 4,Location 19,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
19-02-2024,09:06,CNR5404487351,Success,CUST14839,Bike,Location 35,Location 33,3.4,13.9,NAN,NAN,NAN,NAN,411.77,Card,23.3,3.7,4.6
04-02-2024,03:21,CNR3848488818,Success,CUST23620,Prime Plus,Location 42,Location 36,9.6,13,NAN,NAN,NAN,NAN,154.59,Wallet,15.5,4.5,3.8
01-02-2024,06:30,CNR6549178819,Success,CUST39383,Auto,Location 49,Location 26,6.2,7.6,NAN,NAN,NAN,NAN,417.59,UPI,10.9,3.9,4.1
10-02-2024,03:45,CNR2262146560,Success,CUST86675,Auto,Location 45,Location 1,8.4,10.8,NAN,NAN,NAN,NAN,406.67,Card,18.2,3.7,3.8
15-02-2024,21:17,CNR5497797724,Success,CUST47597,Auto,Location 6,Location 44,1.7,3.4,NAN,NAN,NAN,NAN,400.75,Wallet,12.8,3.1,3.8
19-02-2024,12:06,CNR2238114003,Cancelled by Customer,CUST83070,Auto,Location 40,Location 14,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,02:41,CNR9605090074,Cancelled by Driver,CUST13212,Mini,Location 46,Location 12,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
27-02-2024,16:59,CNR8525347837,Success,CUST66287,Prime Sedan,Location 39,Location 17,4.3,9.1,NAN,NAN,NAN,NAN,345.82,Cash,11.1,3.9,4.6
11-02-2024,10:29,CNR1338671371,Success,CUST73906,Bike,Location 50,Location 25,8.6,2.7,NAN,NAN,NAN,NAN,363.89,Card,20.3,3.8,4.6
06-02-2024,06:41,CNR6649700217,Cancelled by Driver,CUST48670,Bike,Location 13,Location 38,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
23-02-2024,12:14,CNR3047869728,Success,CUST78835,Auto,Location 35,Location 20,1.7,1.4,NAN,NAN,NAN,NAN,136.44,Card,8.3,3.3,4.3
20-02-2024,01:50,CNR2960265659,Cancelled by Customer,CUST94390,Prime SUV,Location 23,Location 18,NAN,NAN,Driver is not moving towards pickup location,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,14:08,CNR6238082674,Success,CUST22220,Mini,Location 35,Location 20,5.9,6.1,NAN,NAN,NAN,NAN,1305.07,UPI,3,3.7,3
02-02-2024,22:03,CNR8496092894,Success,CUST87948,Auto,Location 5,Location 37,5.1,6.5,NAN,NAN,NAN,NAN,261.77,UPI,2.9,3.3,3.8
27-02-2024,17:10,CNR7975777673,Success,CUST80097,Auto,Location 34,Location 12,6.2,9.5,NAN,NAN,NAN,NAN,363.49,UPI,10.7,4.8,3.8
03-02-2024,13:02,CNR7581893256,Cancelled by Driver,CUST33294,Prime SUV,Location 41,Location 40,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
20-02-2024,22:32,CNR9341709939,Success,CUST11895,Prime Plus,Location 7,Location 41,5,14.5,NAN,NAN,NAN,NAN,184.41,Cash,15.8,3.8,4.9
27-02-2024,06:42,CNR9717614287,Success,CUST86099,eBike,Location 28,Location 2,3.1,11.2,NAN,NAN,NAN,NAN,336.96,Wallet,3.4,3.2,4.9
19-02-2024,07:21,CNR3046139491,Cancelled by Driver,CUST12725,Auto,Location 17,Location 24,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
21-02-2024,16:12,CNR6937358426,Cancelled by Driver,CUST87441,Prime Plus,Location 6,Location 49,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,22:41,CNR1378995996,Success,CUST82936,eBike,Location 22,Location 11,3.2,2.5,NAN,NAN,NAN,NAN,1524.38,UPI,23.8,3,3.3
25-02-2024,19:07,CNR4478463475,Success,CUST69473,Prime Plus,Location 35,Location 11,8.2,11.8,NAN,NAN,NAN,NAN,285.91,Cash,15,4.9,4.5
12-02-2024,22:36,CNR7400556577,Success,CUST79026,Prime SUV,Location 15,Location 26,6.2,1.6,NAN,NAN,NAN,NAN,853.79,Cash,17.6,4.2,3.3
24-02-2024,12:45,CNR7150286740,Cancelled by Driver,CUST47393,eBike,Location 5,Location 9,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
04-02-2024,02:33,CNR9842090009,Cancelled by Customer,CUST41818,Prime Plus,Location 34,Location 11,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
18-02-2024,08:32,CNR4603504905,Success,CUST18226,Prime SUV,Location 1,Location 18,8.5,8,NAN,NAN,NAN,NAN,313.17,Wallet,10.7,4.3,3.5
18-02-2024,18:31,CNR8645716308,Success,CUST34380,Bike,Location 4,Location 24,2.3,5.5,NAN,NAN,NAN,NAN,136.42,UPI,11.5,4.4,3.7
10-02-2024,22:25,CNR3606750874,Success,CUST86610,eBike,Location 9,Location 17,1.1,11,NAN,NAN,NAN,NAN,162.19,Cash,23.3,4.2,3.5
04-02-2024,02:22,CNR3318341051,Success,CUST88467,eBike,Location 18,Location 19,4.9,6,NAN,NAN,NAN,NAN,158.37,UPI,20.4,3.5,3.6
18-02-2024,10:26,CNR3225867639,Success,CUST61699,Prime Sedan,Location 15,Location 26,8.3,10.6,NAN,NAN,NAN,NAN,1964.25,Cash,24.4,4.7,4.7
21-02-2024,05:04,CNR9806636568,Success,CUST75981,Bike,Location 31,Location 50,3.3,5.3,NAN,NAN,NAN,NAN,621.41,UPI,6.5,4.6,3.9
23-02-2024,22:35,CNR8036849847,Incomplete,CUST10685,Bike,Location 4,Location 36,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
18-02-2024,08:32,CNR5487336422,Success,CUST18839,Bike,Location 15,Location 45,5,9.2,NAN,NAN,NAN,NAN,298.99,UPI,9.3,4.4,3.2
17-02-2024,10:26,CNR4461474250,Success,CUST28075,Prime Plus,Location 2,Location 34,8,14.2,NAN,NAN,NAN,NAN,458.76,Cash,9.3,4.7,4.9
